UserId,Id,Name,Rating,User_Rating
8,112.0,Children of Dune (Dune Chronicles #3),3.93,3.15
8,117.0,Heretics of Dune (Dune Chronicles #5),3.86,3.6
9,119.0,The Lord of the Rings: The Art of the Fellowship of the Ring,4.6,3.19
9,121.0,The Patriarch: The Rise and Fall of the Bingham Dynasty,3.67,1.93
9,122.0,"The Power of One (The Power of One, #1)",4.35,3.84
9,125.0,The Power of One: Daisy Bates and the Little Rock Nine,4.41,4.71
9,128.0,The Power of One Christlike Life,4.22,1.21
9,129.0,"The Power of One: One Person, One Rule, One Month",4.22,2.09
9,130.0,Power of an Hour: Business and Life Mastery in One Hour a Week,3.34,1.75
9,131.0,"The Power of One: The Solo Play for Playwrights, Actors, and Directors",3.67,3.6
9,132.0,"How to Buy, Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days",3.48,3.94
9,133.0,eBay for Dummies,3.51,2.13
10,134.0,eBay PowerSeller Secrets: Insider Tips from eBay's Most Successful Sellers,3.59,2.15
10,135.0,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,3.62,4.74
10,137.0,Starting an eBay Business for Dummies,3.55,1.55
10,138.0,eBay: Top 100 Simplified Tips & Tricks,4.27,3.48
10,139.0,ebay Timesaving Techniques for Dummies,3.39,3.53
10,140.0,eBay Business All-in-One Desk Reference for Dummies,3.89,4.76
10,141.0,Ruby Cookbook,3.83,4.15
10,142.0,Ruby Ann's Down Home Trailer Park Cookbook,4.12,3.25
10,144.0,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,4.08,4.72
10,146.0,Ruby's Low-Fat Soul Food Cookbook,4.8,2.86
11,147.0,Rails Cookbook: Recipes for Rapid Web Development with Ruby,3.46,2.12
11,149.0,The Red Hot Cookbook: Create a Culinary Inferno with Flaming Good Recipes from Around the World,3.75,1.14
11,151.0,Anna Karenina,4.05,3.36
11,154.0,CliffsNotes on Tolstoy's Anna Karenina,3.89,1.81
11,159.0,Dinner with Anna Karenina,2.98,1.97
11,160.0,Tolstoy: Anna Karenina,4.19,4.99
11,162.0,Untouchable,3.72,3.2
11,163.0,The Untouchable,3.95,2.39
11,164.0,The Untouchables,3.89,3.69
11,165.0,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,3.82,2.97
12,166.0,Dalit: The Black Untaouchables of India,4.2,3.24
12,167.0,"The Untouchables: Subordination, Poverty and the State in Modern India (Contemporary South Asia, #4)",4.0,4.16
12,168.0,Growing Up Untouchable in India: A Dalit Autobiography,3.65,3.08
12,170.0,The Book of Evidence,3.83,1.86
12,171.0,The Evidence-Based Social Work Skills Book,3.4,1.27
12,177.0,"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom",4.0,3.01
12,180.0,Wrinkles in Time,4.01,2.04
12,181.0,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),4.0,3.42
12,182.0,Literature Circle Guide: A Wrinkle in Time,3.6,3.05
12,183.0,Un raccourci dans le temps,4.0,4.21
13,184.0,Empress in the Wrinkle of Time: The Knight-King Chronicle,4.25,1.28
13,192.0,A Wrinkle in Time: L-I-T Guide,3.91,3.28
13,197.0,A Wrinkle in Time: Teacher Guide,4.14,3.88
13,201.0,Una arruga en el tiempo – A Wrinkle in Time,4.0,4.14
13,204.0,"The Long Shadow (The Morland Dynasty, #6)",4.11,4.89
13,205.0,"A Long Shadow (Inspector Ian Rutledge, #8)",4.12,2.87
13,206.0,Vicksburg's Long Shadow: The Civil War Legacy of Race and Remembrance,3.29,1.06
13,207.0,Long Way Round: Chasing Shadows Across the World,3.95,2.58
13,208.0,"A Shadow in Summer (Long Price Quartet, #1)",3.61,2.03
13,213.0,New Hope for the Dead (Hoke Mosely #2),3.9,3.8
14,214.0,Sideswipe: A Hoke Moseley Novel,4.04,4.66
14,215.0,The Way We Die Now,4.06,1.71
14,216.0,Miami Blues (Hoke Moseley #1),3.94,1.41
14,218.0,The Woman Chaser,3.93,2.54
14,219.0,The Machine in Ward Eleven,3.59,1.68
14,221.0,Wild Wives,3.68,3.49
14,222.0,The Shark-Infested Custard,3.82,1.95
14,224.0,The Black Mass of Brother Springer,3.97,2.44
14,226.0,Comedy after Postmodernism: Rereading Comedy from Edward Lear to Charles Willeford,4.14,1.06
14,228.0,Cockfighter,4.11,3.47
15,229.0,"Sideswipe (Hoke Moseley, #3)",4.04,4.98
15,230.0,The Burnt Orange Heresy (Vintage Crime/Black Lizard),3.89,3.44
15,231.0,I am Charlotte Simmons,3.42,2.29
15,234.0,The Complete Verse and Other Nonsense,4.18,3.12
15,236.0,The Complete Nonsense of Edward Lear,4.03,4.23
15,237.0,Poetry for Young People: Edward Lear,3.91,3.74
15,239.0,An Edward Lear Alphabet,3.42,1.22
15,241.0,A Was Once an Apple Pie,3.41,3.81
15,242.0,The Owl and the Pussycat,4.19,4.28
15,243.0,The Pobble Who Has No Toes (Edward Lear's Little Books of Nonsense),4.6,4.26
16,244.0,The Puffin Book of Nonsense Verse,4.0,4.46
16,245.0,Henry Miller on Writing,4.23,4.91
16,246.0,The Colossus of Maroussi,3.98,2.84
16,247.0,Quiet Days in Clichy,3.69,1.47
16,248.0,Big Sur and the Oranges of Hieronymus Bosch,4.02,1.26
16,249.0,Tropic of Cancer,3.68,3.11
16,250.0,Tropic of Capricorn,3.78,2.76
16,251.0,"Nexus (The Rosy Crucifixion, #3)",4.1,3.92
16,252.0,"Sexus (The Rosy Crucifixion, #1)",3.98,1.97
16,253.0,The Air-Conditioned Nightmare,3.83,2.99
17,254.0,The Time of the Assassins:  a Study of Rimbaud,3.95,2.6
17,255.0,Public Places-Urban Spaces: The Dimensions of Urban Design,4.1,3.48
17,256.0,Behavior in Public Places,4.1,2.54
17,257.0,Haunted Places in America: A Guide to Spooked and Spooky Public Places in the United States,3.42,3.52
17,258.0,"Public Places: My Life in the Theater, with Peter O'Toole and Beyond",3.85,1.76
17,259.0,Together Alone: Personal Relationships in Public Places,3.67,4.43
17,260.0,Squares: A Public Place Design Guide for Urbanists,3.78,1.19
17,261.0,Just in Time! Pastoral Prayers in Public Places,3.8,2.38
17,262.0,Pike Place Public Market Seafood Cookbook,3.83,1.25
17,263.0,Art for Public Places: Critical Essays,4.25,4.98
18,264.0,The Portrait of a Lady,3.78,1.39
18,267.0,Portrait of the Blue Lady: The Character of Melancholy,4.22,3.96
18,271.0,New Essays on 'The Portrait of a Lady',4.0,3.41
18,275.0,The Lover,3.74,4.04
18,277.0,Writing,3.74,1.48
18,278.0,The War,3.85,2.16
18,279.0,Craniosacral Therapy II: Beyond the Dura,4.35,2.46
18,280.0,The Ravishing of Lol Stein,3.66,2.55
18,284.0,A Treasury of Kahlil Gibran,4.43,1.42
18,285.0,Love Letters,3.7,2.03
19,286.0,The Prophet,4.23,3.11
19,288.0,Kahlil Gibran: His Life and World,4.21,3.43
19,289.0,The Beloved: Reflections on the Path of the Heart,4.19,1.19
19,290.0,Jesus the Son of Man,3.98,4.36
19,291.0,The Broken Wings,3.92,1.83
19,292.0,Sand and Foam,4.08,4.41
19,295.0,Treasure Island,3.83,3.73
19,302.0,Treasure Island (Great Illustrated Classics),4.05,3.53
19,303.0,Cliffs Notes on Stevenson's Treasure Island and Kidnapped,4.6,2.67
19,305.0,George Eliot and Judaism: An Attempt to Appreciate 'Daniel Deronda',4.33,1.38
20,306.0,Daniel Deronda Notebooks,3.7,1.36
20,309.0,"Daniel Deronda, V1",4.31,3.63
20,312.0,Flight: 100 Years of Aviation,4.31,3.33
20,313.0,100 Years of Lynchings,4.61,3.2
20,314.0,If You Lived 100 Years Ago,3.91,1.25
20,315.0,Camp Cooking: 100 Years The National Museum of Forest Service History,4.42,2.73
20,317.0,El Siglo del Espiritu Santo,3.79,1.31
20,318.0,The Next 100 Years: Predictions to the Nations and the Church of the 21st Century,4.0,2.26
20,319.0,Disney,3.98,4.85
20,323.0,Masterwork Studies Series: 100 Years of Solitude,4.05,3.4
21,324.0,Cien años de soledad,4.07,3.84
21,327.0,Why Zebras Don't Get Ulcers,4.17,3.84
21,328.0,Chess for Zebras,4.4,2.72
21,329.0,What If the Zebras Lost Their Stripes?,4.14,2.88
21,330.0,On Beyond Zebra!,4.04,3.05
21,331.0,Ziggy the Zebra,4.07,2.24
21,332.0,The Wedding Clause,3.61,2.78
21,333.0,The Zebra Wall,3.44,2.16
21,334.0,"""A"" Is for Zebra",3.78,2.41
21,335.0,Lots and Lots of Zebra Stripes,3.74,3.04
22,337.0,El perfume: Historia de un asesino,4.02,3.21
22,339.0,"Perfumes, Splashes  Colognes: Discovering and Crafting Your Personal Fragrances",3.65,4.57
22,340.0,Wonderful World of Collecting Perfume Bottles: Identification & Value Guide,4.09,1.8
22,344.0,Scents & Sensibilities: Creating Solid Perfumes for Well-Being,3.85,2.37
22,348.0,The Door Into Summer,4.01,1.06
22,350.0,Stranger in a Strange Land,3.92,3.38
22,353.0,Time Enough for Love,3.97,4.72
22,354.0,To Sail Beyond the Sunset,3.87,1.66
22,355.0,Job: A Comedy of Justice,3.78,3.39
22,356.0,"Time for the Stars (Heinlein's Juveniles, #10)",3.97,3.35
23,357.0,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",4.06,1.91
23,359.0,"The Salmon of Doubt (Dirk Gently, #3)",3.93,3.51
23,362.0,Wish You Were Here: The Official Biography of Douglas Adams,4.14,1.25
23,365.0,"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",3.98,4.31
23,366.0,Velvet: A Novel of Suspense,2.5700000000000003,1.3
23,367.0,Douglas Adams's Starship Titanic,3.6,3.42
23,372.0,The Salmon of Doubt: Hitchhiking the Galaxy One Last Time,3.93,1.94
23,374.0,Salmon Doubts,3.25,1.74
23,377.0,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,3.93,2.92
23,379.0,A Guide for Using the Phantom Tollbooth in the Classroom,4.25,3.12
24,380.0,A Colorful Symphony: Full Score,5.0,1.33
24,382.0,The Phantom Tollbooth: A Children's Play in Two Acts,4.11,2.29
24,385.0,On Bullshit,3.5700000000000003,1.78
24,386.0,Another Bullshit Night in Suck City,3.79,4.07
24,387.0,100 Bullshit Jobs...And How to Get Them,3.19,4.12
24,388.0,The Business of Bullshit,3.47,4.96
24,389.0,Bullshit Artist: The 9/11 Leadership Myth,4.67,4.49
24,390.0,Your Call Is Important to Us: The Truth About Bullshit,3.42,4.09
24,392.0,"Bullets, Badges, and Bullshit",5.0,1.51
24,393.0,"Hello, Lied the Agent: And Other Bullshit You Hear as a Hollywood TV Writer",3.34,2.61
25,394.0,Lincoln at Gettysburg: The Words That Remade America,4.14,3.29
25,395.0,Lincoln's Gettysburg Address in Translation,4.53,1.9
25,397.0,The Gettysburg Address,4.53,1.72
25,398.0,The Battle of Gettysburg and Lincoln's Gettyburg Address,4.14,3.5
25,399.0,Underworld,3.92,2.96
25,400.0,Libra,3.99,3.68
25,403.0,Americana,3.43,2.6
25,404.0,Running Dog,3.43,4.37
25,405.0,Ratner's Star,3.48,1.99
25,406.0,Cosmopolis,3.22,3.52
26,407.0,Great Jones Street,3.48,2.73
26,408.0,The Names,3.64,1.1
26,409.0,Against the Day,4.13,2.17
26,410.0,V.,3.96,4.78
26,411.0,The Crying of Lot 49,3.69,1.81
26,412.0,Gravity's Rainbow,4.0,3.86
26,413.0,Mason & Dixon,4.07,3.64
26,414.0,Vineland,3.69,3.15
26,416.0,Slow Learner: Early Stories,3.5,1.47
26,417.0,Thomas Pynchon (Bloom's Modern Critical Views),3.6,3.31
27,418.0,Been Down So Long It Looks Like Up To Me,3.79,4.43
27,419.0,Vintage Didion,4.1,3.69
27,420.0,The Year of Magical Thinking,3.89,1.6
27,421.0,The White Album,4.16,3.31
27,422.0,A Book of Common Prayer,3.8,3.97
27,423.0,Where I Was From,3.86,3.37
27,424.0,Slouching Towards Bethlehem,4.21,4.51
27,425.0,Democracy,3.82,4.89
27,426.0,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,4.5,2.67
27,427.0,Miami,3.7,1.25
28,428.0,Play It As It Lays,3.88,4.71
28,429.0,Amazons: An Intimate Memoir by the First Woman Ever to Play in the National Hockey League,3.71,4.1
28,431.0,The New York Trilogy,3.89,2.01
28,432.0,"City of Glass (The New York Trilogy, #1)",3.79,1.95
28,434.0,"Ghosts (The New York Trilogy, #2)",3.64,1.4
28,435.0,"The Locked Room (The New York Trilogy, #3)",3.89,1.26
28,438.0,"New York Trilogy: New York Underground, Trapped, Love and Sex",5.0,2.06
28,439.0,"New York Dreams (Virex Trilogy, #3)",3.8,2.99
28,444.0,Pyramids of Montauk: Explorations in Consciousness,3.89,4.98
28,445.0,"All My Tomorrows (The Orphan Trains Trilogy, #2)",3.96,3.5
29,446.0,The Brooklyn Follies,3.84,2.61
29,447.0,Moon Palace,3.94,3.67
29,448.0,A Tomb for Anatole: Poetry,4.37,2.29
29,452.0,The Invention of Solitude: A Memoir,3.78,2.48
29,453.0,The Music of Chance,3.91,2.2
29,454.0,Travels in the Scriptorium,3.23,3.13
29,455.0,In the Country of Last Things,3.87,2.65
29,456.0,Leviathan,3.96,4.06
29,459.0,The Random House Book of 20th Century French Poetry,4.5600000000000005,4.89
29,460.0,Paul Auster's New York - Promo: Mak.of Amer,3.89,4.14
30,461.0,The Inner Life of Martin Frost,3.33,4.89
30,462.0,Disappearances,3.4,2.55
30,463.0,The Red Notebook: True Stories,3.77,2.47
30,464.0,Collected Poems,3.58,4.39
30,465.0,Paul Auster and Postmodern Quest: On the Road to Nowhere,4.0,1.65
30,466.0,Timbuktu / Leviathan / Moon Palace,4.32,3.03
30,468.0,An Art of Desire: Reading Paul Auster,4.0,1.55
30,469.0,Paul Auster (Bloom's Modern Critical Views),3.82,4.55
30,470.0,"The Art of Hunger: Essays, Prefaces, Interviews, The Red Notebook",3.87,3.77
30,471.0,World that is the Book: Paul Auster’s Fiction,3.6,4.02
31,473.0,Beyond the Red Notebook,4.0,1.41
31,475.0,Collapse: How Societies Choose to Fail or Succeed,3.93,4.38
31,476.0,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,3.39,4.25
31,477.0,Collapse of Complex Societies,4.16,4.3
31,478.0,Bowling Alone: The Collapse and Revival of American Community,3.8,2.16
31,479.0,The Collapse of Evolution,4.1,4.0
31,480.0,Collapse of Burning Buildings: A Guide to Fireground Safety,4.83,4.83
31,481.0,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,3.91,4.76
31,482.0,"Armageddon Averted: The Soviet Collapse, 1970-2000",3.73,1.75
31,484.0,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,4.39,1.82
32,485.0,The Languages of Native North America,4.53,1.81
32,487.0,Searching for Lost City: On the Trail of America's Native Languages,3.89,3.06
32,488.0,Indian Sign Language,3.95,2.62
32,492.0,The Fantastic Inventions of Nikola Tesla,4.05,2.27
32,493.0,My Inventions,4.01,1.36
32,494.0,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,3.79,1.87
32,495.0,"Colorado Springs Notes, 1899-1900",3.96,4.12
32,496.0,The Lost Journals of Nikola Tesla: HAARP - Chemtrails and the Secret of Alternative 4,3.91,1.75
32,497.0,Nikola Tesla: A Spark of Genius,3.93,2.11
32,498.0,Tesla Papers,4.13,4.08
33,499.0,21st Century Mysteries: Nikola Tesla: Federal Documents and References (CD-ROM),5.0,4.57
33,500.0,Problem of Increasing Human Energy,4.24,4.25
33,501.0,The Tesla Rotating Magnetic Field,4.0,1.51
33,502.0,Art Invention House,3.67,4.13
33,503.0,How Invention Begins: Echoes of Old Voices in the Rise of New Machines,3.75,4.87
33,504.0,The Invention of Peace: Reflections on War and International Order,3.69,4.25
33,507.0,Amazing Leonardo da Vinci Inventions: You Can Build Yourself,3.86,3.25
33,509.0,The Invention of Love,4.02,1.08
33,510.0,Sliding Into Home,3.89,3.14
33,511.0,Boys of Summer,3.77,2.36
34,512.0,"When Johnny Came Sliding Home: The Post-Civil War Baseball Boom, 1865-1870",4.62,4.99
34,515.0,Programming Ruby: The Pragmatic Programmers' Guide,4.03,3.22
34,516.0,Programming Ruby: The Pragmatic Programmer's Guide,4.03,1.39
34,517.0,Best of Ruby Quiz Volume One,3.4,3.93
34,518.0,From Java to Ruby,3.14,4.38
34,519.0,Rails Recipes,3.55,1.91
34,520.0,Learn to Program,4.13,3.9
34,521.0,"No Fluff, Just Stuff Anthology",3.38,3.59
34,522.0,English-Cayuga/Cayuga-English Dictionary,0.0,2.19
34,523.0,Golding's Lord of the Flies (Cliffs Notes),3.94,3.81
35,524.0,Lord of the Flies,3.68,2.99
35,528.0,Lord of the Flies (SparkNotes Literature Guides),3.76,2.34
35,531.0,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,4.11,3.93
35,532.0,Jack: A Life Like No Other,3.85,4.53
35,534.0,We Were Not Like Other People,4.14,2.48
35,536.0,The Lovely Bones,3.81,3.37
35,539.0,"Lovely in Her Bones (Elizabeth MacPherson, #2)",3.8,3.73
35,543.0,USB Mass Storage: Designing and Programming Devices and Embedded Hosts,3.67,2.22
35,545.0,Storage Network Performance Analysis,3.93,1.72
35,546.0,Complete Home Storge,3.1,2.49
36,547.0,Taunton's Home Storage Idea Book,3.68,3.0
36,548.0,Storage Area Network Essentials: A Complete Guide to Understanding and Implementing Sans,4.06,3.83
36,550.0,Country Living Stylish Storage: Simple Ways to Contain Your Clutter,3.0,1.87
36,551.0,Simple Handmade Storage: 23 Step-By-Step Weekend Projects,3.29,2.19
36,553.0,Storage (Chic Simple) (Chic Simple Components),2.83,1.82
36,555.0,"The Modern Gentleman: A Guide to Essential Manners, Savvy and Vice",3.81,2.9
36,556.0,The Chap Manifesto: Revolutionary Etiquette for the Modern Gentleman,3.9,2.65
36,557.0,The Compleat Gentleman: The Modern Man's Guide to Chivalry,3.56,4.86
36,558.0,The Last Gentleman (Modern Library),3.87,3.71
36,561.0,The Word of a Gentleman: Meditations for Modern Man,3.0,4.34
37,563.0,CSS Mastery: Advanced Web Standards Solutions,4.1,4.04
37,564.0,Head First HTML with CSS & XHTML,4.16,4.71
37,565.0,The Zen of CSS Design: Visual Enlightenment for the Web,3.98,4.2
37,566.0,Stylin' with CSS: A Designer's Guide,3.75,3.92
37,567.0,CSS Pocket Reference,3.97,4.54
37,568.0,The CSS Anthology,3.87,4.1
37,569.0,HTML Utopia,3.29,4.31
37,570.0,"HTML, XHTML, and CSS (Visual Quickstart Guide)",3.79,1.17
37,571.0,Eric Meyer on CSS: Mastering the Language of Web Design with Cascading Style Sheets,4.13,2.78
37,572.0,"1,000 Places to See in the U.S.A.  Canada Before You Die",4.05,1.55
38,576.0,1000 Record Covers,3.84,2.12
38,578.0,Paul Huf: record covers,0.0,3.48
38,581.0,100 Albums That Changed Music: And 500 Songs You Need to Hear,3.53,4.39
38,582.0,1000 Families,4.06,2.34
38,585.0,The Art of Rock: Posters from Presley to Punk,4.49,1.4
38,586.0,Art of Modern Rock: The Poster Explosion,4.12,3.16
38,587.0,Ambiguous Images: Gender and Rock Art,3.83,1.42
38,588.0,Roadside Guide to Indian Ruins & Rock Art of the Southwest,4.12,4.76
38,589.0,A Field Guide to Rock Art Symbols of the Greater Southwest,4.18,4.14
38,590.0,Guide to Rock Art of the Utah Region: Sites with Public Access,4.0,4.02
39,591.0,The Rock Art of Texas Indians,4.1,2.02
39,593.0,The Archaeology of Rock-Art,4.31,1.9
39,594.0,African Rock Art: Paintings and Engravings on Stone,4.14,3.15
39,595.0,Flash to the Core: An Interactive Sketchbook by Joshua Davis,4.1,3.91
39,597.0,Killing Yourself to Live: 85% of a True Story,3.81,4.58
39,599.0,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",3.74,3.5
39,600.0,"Sex, Drugs and DNA: Science's Taboos Confronted",3.68,2.5
39,601.0,"Sex, Drugs & Economics: An Unconventional Introduction to Economics",3.6,2.61
39,602.0,"Sex, Drugs, Rock and Roll",3.81,1.37
39,603.0,"Sex, Drugs, Gambling, and Chocolate: A Workbook for Overcoming Addictions",3.9,2.68
40,605.0,"Life and Def: Sex, Drugs, Money, + God",3.8,3.73
40,606.0,The Vice Guide to Sex and Drugs and Rock and Roll,4.06,1.3
40,607.0,Corporate Vices: What's Gone Wrong with Business?,2.25,2.26
40,609.0,Grand Theft Auto: Vice City Official Strategy Guide for PC,4.07,3.24
40,610.0,Grand Theft Auto: Vice City Stories Official Strategy Guide,4.5,4.45
40,611.0,The Faking of the Vice-President: A Guide to Becoming a Superfluous Leader,0.0,3.08
40,616.0,Vice & Virtue in Everyday Life: Introductory Readings in Ethics,3.74,4.52
40,617.0,Vice Cream: Over 70 Sinfully Delicious Dairy-Free Delights,3.82,4.82
40,618.0,Vice DOs & DON'Ts: 10 Years of Vice Magazine's Street Fashion Critiques,4.17,1.84
40,619.0,"Vice (V, #8)",3.51,2.47
41,620.0,"Small Vices (Spenser, #24)",4.01,3.05
41,621.0,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,3.93,1.87
41,622.0,The Automatic Millionaire Homeowner: A Powerful Plan to Finish Rich in Real Estate,3.84,3.87
41,623.0,The Automatic Millionaire Workbook: A Personalized Plan to Live and Finish Rich. . . Automatically,3.73,1.82
41,627.0,The Automatic Millionaire Workbook,3.73,4.62
41,629.0,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",3.77,1.98
41,630.0,The Mouse and the Motorcycle,3.93,1.29
41,631.0,The Essential Guide to Motorcycle Maintenance,3.94,1.79
41,633.0,The Complete Idiot's Guide to Motorcycles,3.7,4.21
41,634.0,Motorcycle Owner's Manual,3.77,3.91
42,636.0,How to Paint Your Motorcycle,4.0,4.42
42,637.0,How to Restore Your Motorcycle,3.66,4.61
42,639.0,Once Upon a Cool Motorcycle Dude,4.08,4.75
42,640.0,"Life is a Road, the Soul is a Motorcycle",3.63,4.63
42,641.0,Motorcycle Touring: Everything You Need to Know,3.5,2.04
42,642.0,Guidebook to Zen and the Art of Motorcycle Maintenance,3.72,3.24
